CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Subscription trend,Subscription duration
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,523",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,097",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,089",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,136",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,120",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,081",Renewed,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,512",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,962",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,926",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,692",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,917",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,488",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,536",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,393",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,995",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,013",Renewed,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,598",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,198",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,826",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,870",Renewed,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,695",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,601",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,903",Cancelled,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,870",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,864",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,565",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,507",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,813",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,603",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,237",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,165",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,221",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,466",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,614",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,319",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,799",Cancelled,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,777",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,534",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,349",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,835",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,121",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,201",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,440",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,889",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,172",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,864",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,436",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,337",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,790",Cancelled,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,734",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,334",Cancelled,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,099",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,900",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,789",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,028",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,550",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,512",Renewed,366
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,549",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,953",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,885",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,456",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,209",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,698",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,055",Cancelled,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,527",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,250",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,826",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,477",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,270",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,274",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,145",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,519",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,336",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,583",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,127",Renewed,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,069",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,910",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,009",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,043",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,328",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,311",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,768",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,899",Renewed,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,066",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,321",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,405",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,813",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,454",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,602",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,766",Cancelled,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,471",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,757",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,762",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,016",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,603",Cancelled,365
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,471",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,809",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,121",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,732",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,099",Renewed,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,456",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,684",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,291",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,862",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,169",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,282",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,046",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,511",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,389",Cancelled,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,186",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,172",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,317",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,699",Cancelled,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,414",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,938",Cancelled,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,928",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,597",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,672",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,877",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,903",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,725",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,834",Cancelled,366
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,359",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,029",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,073",Cancelled,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,818",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,577",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,198",Renewed,365
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,431",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,009",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,554",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,162",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,937",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,991",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,932",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,750",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,518",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,247",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,098",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,734",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,413",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,864",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,175",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,059",Renewed,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,024",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,727",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,427",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,732",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,405",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,489",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,664",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,493",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"1,885",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,477",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,898",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,669",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,934",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,866",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,214",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,926",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,381",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,656",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,204",Cancelled,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,428",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,764",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,994",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,482",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,582",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,049",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,741",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,026",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,255",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,100",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,846",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,245",Renewed,366
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,946",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,681",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,533",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,635",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,072",Cancelled,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,269",Cancelled,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,893",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,024",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,991",Renewed,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,927",Renewed,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,418",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,463",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,943",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,359",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,042",Cancelled,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,728",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,358",Cancelled,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,253",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,343",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,544",Cancelled,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,220",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,432",Cancelled,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,527",Renewed,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,926",Renewed,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,726",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,010",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,465",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,172",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,217",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,094",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,992",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,678",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,400",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,132",Renewed,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,214",Renewed,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,334",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,727",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,990",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,988",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,509",Cancelled,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,754",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,389",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,689",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,739",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,984",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,166",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,884",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,653",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,387",Renewed,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,574",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,663",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,851",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,728",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,357",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,768",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,819",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,275",Cancelled,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,107",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,998",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,171",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,188",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,896",Cancelled,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,035",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,170",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"2,071",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,109",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,488",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,165",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,563",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,501",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,316",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,335",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"2,884",Cancelled,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,604",Cancelled,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,591",Renewed,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,003",Renewed,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,745",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,568",Renewed,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,118",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,120",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"2,917",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,694",Cancelled,365
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,329",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,610",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,210",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"2,983",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,400",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,115",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,014",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"1,436",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"1,395",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,302",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,245",Renewed,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,075",Cancelled,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"1,952",Cancelled,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,966",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,170",Cancelled,366
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,"1,084",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"1,249",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,892",Cancelled,366
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"2,697",Renewed,365
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,"2,923",Cancelled,365
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,"2,056",Renewed,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,227",Renewed,365
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,"2,047",Cancelled,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,471",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,322",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,839",Renewed,365
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,"2,710",Cancelled,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"2,064",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,912",Renewed,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,256",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,896",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,362",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"1,558",Renewed,365
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"2,857",Cancelled,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,764",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,424",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,066",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"2,091",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,526",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"2,439",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,699",Cancelled,366
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,"2,959",Renewed,365
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"2,835",Cancelled,365
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,"1,710",Renewed,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"1,496",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,391",Renewed,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"1,130",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"1,521",Renewed,365
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,"1,131",Renewed,366
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"1,442",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,311",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,780",Cancelled,366
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,"1,361",Cancelled,365
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,"2,259",Renewed,365
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,"1,388",Renewed,365
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,"2,462",Cancelled,365
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,"2,033",Renewed,365
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,"1,874",Renewed,365
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,"2,859",Renewed,366
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,"1,239",Cancelled,366
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,"2,795",Renewed,366
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,"1,891",Renewed,366
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,"1,536",Cancelled,366
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,"1,845",Cancelled,365
